,Text,Label,Clean Text
7043,*Finally at my sister's apartaments* Instant reminder that she is ungrateful brat and i'm much more happy without seeing her ,1, finally sister apartaments instant reminder ungrateful brat im much happy without seeing 
7044,@user the double life of veronique ,0, user double life veronique 
7045,@user I do not support Trump. He is an abomination! ,1, user support trump abomination 
7046,@user @user CALLING ALL CONSERVATIVES GET OUT AND VOTE FOR CRUZ!!!!MAGA!!🇺🇸🇺🇸 ,0, user user calling conservative get vote cruzmaga 
7047,@user Go home and sleep Johny. ,0, user go home sleep johny 
7048,Now she scarred herself for life lol #MAGA ,1, scarred life lol maga 
7049,After all the shit Dez was talking about Jerry and The cowboys he is a fucking clown ass dude if he go back ,1, shit dez talking jerry cowboy fucking clown as dude go back 
7050,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Yeah that's why antifa dresses like isis ,0, user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user yeah thats antifa dress like isi 
7051,AAA DIBALES DONG😘😘😘 ,0, aaa dibales dong 
7052,@user Turn them loose and see what happens to her city. People like her is what gives the Democrats a bad name. She is risking the entire population of Atlanta. Wonder how the citizens like it. We’ll see at the ballot box ,1, user turn loose see happens city people like give democrat bad name risking entire population atlanta wonder citizen like well see ballot box 
7053,@user @user An accusation is not enough. We are fortunate to live in a country where you are innocent UNTIL proven guilty. ,1, user user accusation enough fortunate live country innocent proven guilty 
7054,@user I think other countries are following MAGA 😀 People are sick of being overrun &amp; then have to pay for it all! ,1, user think country following maga  people sick overrun amp pay 
7055,@user @user A voice from the frontline of domestic violence that the gun lobby cannot drown out. #cdnpoli ,1, user user voice frontline domestic violence gun lobby cannot drown cdnpoli 
7056,@user hope you are enjoying strictly training !! ,0, user hope enjoying strictly training  
7057,@user I would be guessing the same thing but at the same time I know the Ravens would do their due diligence obviously one would investigate all angles... But maybe not who knows he is quite the head case ,0, user would guessing thing time know raven would due diligence obviously one would investigate angle maybe know quite head case 
7058,@user @user @user Boltey hai na ki jo Beef kaate hai uski akal gutno me reti hai n i can expect it brain. He is the PM of my country n yes we celeb his Bday every day n it make sense the ppl who offer prayers fr Osama bin Laden Janaza have much of the probs. Fewer lives n minds can't be changed. ,0, user user user boltey hai na ki jo beef kaate hai uski akal gutno reti hai n expect brain pm country n yes celeb bday every day n make sense ppl offer prayer fr osama bin laden janaza much probs fewer life n mind cant changed 
7059,@user I can't believe Luigi fucking died 😘😩❤️ ,1, user cant believe luigi fucking died  
7060,@user @user If you are new to Q or interested in Q here is a link to the post and watch pursuit of truth on YouTube. He is easy to follow.  Enjoy the show!! ,0, user user new q interested q link post watch pursuit truth youtube easy follow  enjoy show 
7061,@user He didnt say that when he raped his daughters friend (16 years old) and not too long after she committed suicide ,1, user didnt say raped daughter friend  year old long committed suicide 
7062,@user Conservatives are unable to think critically and / or for themselves.  That's what makes them Conservatives.  It's a 20th century thing. ,0, user conservative unable think critically   thats make conservative  th century thing 
7063,@user @user Policies like gun control? The democrats have and @user has. ,0, user user policy like gun control democrat user 
7064,@user currently ,0, user currently 
7065,"@user @user @user @user You hit them for fucking elo and the reason I'm posting this is because he is thee booter EXPOSER"""" just shows you cant believe everyone in this community"""" ",1, user user user user hit fucking elo reason im posting thee booter exposer show cant believe everyone community 
7066,@user @user @user @user @user @user Welcome back home to South Africa champ ☺🤗. I am sure you are very happy to be back home with all your family and friends ☺🤗. Enjoy your time here in SA ☺ ,0, user user user user user user welcome back home south africa champ  sure happy back home family friend  enjoy time sa  
7067,@user @user don't disrespect sharpie like that bro it was definitely some off brand shit from the back of a dollar tree 😭 ,1, user user dont disrespect sharpie like bro definitely brand shit back dollar tree  
7068,@user @user Oh for heaven's sake. 🙄 ,0, user user oh heaven sake  
7069,10th duet with my cutiee angel @user 😘😍💕 she is damn awesomee in this 💕💕 her  expressions 😘just killing 😍love to do this 😍😉🙌 nly for u #mybubblygirl #anupama #dreamgirl #BCO love u my cutiee doll💕😘 ,0, th duet cutiee angel user  damn awesomee   expression killing love  nly u mybubblygirl anupama dreamgirl bco love u cutiee doll 
7070,@user Get used to it......thats what he says. ,0, user get used itthats say 
7071,@user But she is allowed to have her own rules. I believe your women should support what you love and put on your fav team jersey and sit next to you. Even if she hate football. If she can’t do that she ain’t the one ,0, user allowed rule believe woman support love put fav team jersey sit next even hate football cant aint one 
