Text,Label,Clean Text
Happy birthday to you Naveen Patnaik Orissa CM Om Sai Ram Bhola Re Rock On 2 ,0, happy birthday naveen patnaik orissa cm om sai ram bhola rock  
@user @user  Can you please step in and deport Karrar Al Khammasi... Please send him back to Iraq...He is a repeat #Criminal.. #BackTheBlue 🙏🏼 #ColoradoDoYourJob #LiberalismIsAMentalDisorder   ,0, user user  please step deport karrar al khammasi please send back iraqhe repeat criminal backtheblue  coloradodoyourjob liberalismisamentaldisorder   
@user ... telling inappropriate jokes can feel like rape 2 a woman cuz she is the one going thru the psychological trauma hearing that... ,0, user  telling inappropriate joke feel like rape  woman cuz one going thru psychological trauma hearing 
Hungary to quit U.N. migration pact: minister ,0, hungary quit un migration pact minister 
"So now we see the woman was hysterical all along. Poor Rose, a victim of her imagination. ",1, see woman hysterical along poor rose victim imagination 
@user We need the wall now Mr. President. Don't listen to the lifetime politicians. Listen to your voters and #BuildThatWall ,0, user need wall mr president dont listen lifetime politician listen voter buildthatwall 
"'aw, does the little slut love when mommy touches them? you're such a whiny mess right now. such a good whore for me, angel.' ",0, aw little slut love mommy touch youre whiny mess right good whore angel 
@user @user this is why the #establishment is so dead set against us in our effort to #BuildTheWall #BuildThatWall #KAG #KAG2018 #KAG2020 ,0, user user establishment dead set u effort buildthewall buildthatwall kag kag kag 
"I get curved all the time IDGAF, there's too much pussy out here to trip off any bitch ",1, get curved time idgaf there much pussy trip bitch 
Trump appeals Hawaii court ruling on travel ban #AgainstAllEnemies #StopTheInvasion #PoliticalIslam ,0, trump appeal hawaii court ruling travel ban againstallenemies stoptheinvasion politicalislam 
"@user @user Bitch you don't talk about my fucking kids. My fucking kids eat better meals than you'll ever eat in your life, you see that? ",1, user user bitch dont talk fucking kid fucking kid eat better meal youll ever eat life see 
@user Please call me slut or whore sex mistress~ ,1, user please call slut whore sex mistress 
Red Sox fans are following my blog. Men's rights today !!!! #jobsreport #mensrights #women ,1, red sox fan following blog men right today  jobsreport mensrights woman 
Only a goofy bitch calls to tell you some violent ass shit a child wants to do with you cause of something their toxic ass said. Dumb hoe ,0, goofy bitch call tell violent as shit child want cause something toxic as said dumb hoe 
"@user Just do not get the Episcopalian Church row as the Cofs are collecting food, clothes and Money for Islamic refugees DOH ",0, user get episcopalian church row cofs collecting food clothes money islamic refugee doh 
Polish MP: Our country is safe because we didn’t accept illegal Muslim migrants ,0, polish mp country safe didnt accept illegal muslim migrant 
These whores woke me up out of my sleep 😩 Ima be mad as a bitch in the morning waking up for work ,1, whore woke sleep  ima mad bitch morning waking work 
Oh he's some cunt using that poor woman as an argument against abortion in Ireland. @user - you are a fucking disgusting human being ,1, oh he cunt using poor woman argument abortion ireland user  fucking disgusting human 
Macedonia deployed the army to build a second fence to keep refugees out - Free Speech Time - @user ,1, macedonia deployed army build second fence keep refugee  free speech time  user 
Free speech is no longer free. You are only considered a BOT if you are a President Trump supporter...A 70-year-old grandmother who spends 14 hours a day tweeting hundreds of messages in support of Donald Trump. Let’s follow @user ,1, free speech longer free considered bot president trump supportera yearold grandmother spends  hour day tweeting hundred message support donald trump let follow user 
"Here Illegally you are breaking the law!  The laws states you get deported not a choice ! You dont get to come to the U.S Illegally ,feel Entitled Demand to stay , ake jobs from Citizens and steal U.S Resources #Trump #MAGA #SendThemHome ",0, illegally breaking law  law state get deported choice  dont get come u illegally feel entitled demand stay  ake job citizen steal u resource trump maga sendthemhome 
"Mr @user #Trump,  Respectfully, sir, if you want to run the #2018Midterms on the “#Pentagon Will #BuildThatWall,” then you must show your #MAGA BASE that you are actually going to do it. No empty promises. No silly games. No BS nonsense. Start the process now! #BuildTheWall. ",1, mr user trump  respectfully sir want run midterm pentagon buildthatwall must show maga base actually going empty promise silly game b nonsense start process buildthewall 
"Most of drug paddling&amp;human trafficking being done by illegal immigrants from BGD,Afg&amp; Africans.Appeal to Immigration office to WAKE UP ",0, drug paddlingamphuman trafficking done illegal immigrant bgdafgamp africansappeal immigration office wake 
Hysterical pant -wetting liberals in full flow Grow up the lot of you #FoxAche ,1, hysterical pant wetting liberal full flow grow lot foxache 
@user @user I bet it was an honor. The two of you can now destroy the west with non white immigration together. ,1, user user bet honor two destroy west non white immigration together 
charli: fuck you bitch charli: omg why am i so extra wjahjaaj ,1, charli fuck bitch charli omg extra wjahjaaj 
"We are still hopeful that we can return in a month or two months. That Burma will accept us along with all the conditions. If they do not, we want the world to give us justice and make it possible for us to go back.  #Rohingya #MyanmarGenocide ",0, still hopeful return month two month burma accept u along condition want world give u justice make possible u go back  rohingya myanmargenocide 
Dirty dick ass nigga .. I hope that bitch catch sum ,1, dirty dick as nigga  hope bitch catch sum 
"Why r we so liberal in letting illegal immigrants in India,particularly special community of CONG/TMC.Link Aadhar with Voter ID ",1, r liberal letting illegal immigrant indiaparticularly special community congtmclink aadhar voter id 
#Burundi—Nkurunziza’s envoy to the UN now recognizes that there was a crisis since 2015. He spent the last 3 years denying it. He now says it’s over &amp; all is well. He forgets:‘¢ 400K refugees outside Burundi‘¢ 2000+ victims who need justice‘¢3 million affected by hunger‘¢... ,0, burundinkurunzizas envoy un recognizes crisis since  spent last  year denying say amp well forgets k refugee outside burundi  victim need justice million affected hunger 
THE RAM: Make sure you get your hands on #TheRam for tomorrow's local derby against @user Full details 👉 #dcfcfans ,1, ram make sure get hand theram tomorrow local derby user full detail  dcfcfans 
What the 2030 Air Jordan's gon look like ,1,  air jordan gon look like 
Package Thief Slips And Breaks Her Leg - Instant justice via @user Stupid fucking bitch. Deserved every bit of that. Cunt. LOLOL ,0, package thief slip break leg  instant justice via user stupid fucking bitch deserved every bit cunt lolol 
Algerie send a clear message for refugees. About 400 refugees are leaved in the desert without water today. Its only few time till they will die. This will stop all refugees to try to went over the territory of Republic of Algerie ,0, algerie send clear message refugee  refugee leaved desert without water today time till die stop refugee try went territory republic algerie 
"Valley of the Children gives a glimpse of the refugee journey for two Memphis families, two families whose fathers had to make life and death decisions. Their stories are essential because they are our neighbors,... ",0, valley child give glimpse refugee journey two memphis family two family whose father make life death decision story essential neighbor 
